"docid","actualdate","earliestdate","firstpub","tags","recordid","OCLC","author","imprint","enumcron","title","pubrev","judge","impaud","yrrev","pubname","birthdate","gender","nationality","othername","notes","canon","path","authsvols","publisher"
"uc1.32106002251830",1946,1935,1935,"elite",7121162,,"Laxness, Halldor","New York|A. A. Knopf|1946.",,"Independent People","rev","pos",,1945,"ADL",1902,"m","is",,,,"uc1/pairtree_root/32/10/60/02/25/18/30/32106002251830/uc1.32106002251830.json.bz2",2,"Knopf"
"uc1.32106002157474",1935,1935,1935,"elite",1113299,,"Wolfe, Thomas","New York|C. Scribner's sons|1935.",,"Of Time and The River","rev","neg",,1935,"YAL",1900,"m","us",,,,"uc1/pairtree_root/32/10/60/02/15/74/74/32106002157474/uc1.32106002157474.json.bz2",31,"Scribner"
"uc1.$b299883",1935,1935,1935,"vulgar",,,"Corle, Edwin","New York|Liveright|c1935.",,"Fig tree John / | $c: by Edwin Corle.",,,,,,1906,"m","us",,,,"uc1/pairtree_root/$b/29/98/83/$b299883/uc1.$b299883.json.bz2",8,"Liveright"
"mdp.49015000988411",1935,1935,1935,"vulgar",,,"Howard, Robert E","New York: Prestige Books : distributed by Ace Books, 1967.",,"Conan the conqueror",,,,,,1906,"m","us",,"pulp",,"mdp/pairtree_root/49/01/50/00/98/84/11/49015000988411/mdp.49015000988411.json.bz2",0,"Prestige Books Distributed Ace"
"mdp.39015002758004",1936,1935,1935,"elite",1027802,,"Santayana, George","New York|C. Scribner's sons|1936.",,"The Last Puritan: A Memoir in the Form of a Novel","rev",,,1936,"CRIT",1863,"m","us",,,,"mdp/pairtree_root/39/01/50/02/75/80/04/39015002758004/mdp.39015002758004.json.bz2",5,"Scribner"
"mdp.39015071597630",1936,1936,1936,"vulgar",,,"(Lloyd Cassel), Douglas, Lloyd C","Boston|New York|Houghton Mifflin Company|1936.",,"White banners | $c: [by] Lloyd C. Douglas.",,,,,,1877,"m","us",,,,"mdp/pairtree_root/39/01/50/71/59/76/30/39015071597630/mdp.39015071597630.json.bz2",16,"Houghton Mifflin"
"uc1.b3151817",1936,1936,1936,"elite",8015021,,"Anand, Mulk Raj","London|Lawrence & Wishart|1936.",,"The Coolie","rev","pos",,1936,"LM",1905,"m","in",,,,"uc1/pairtree_root/b3/15/18/17/b3151817/uc1.b3151817.json.bz2",10,"Lawrence Wishart"
"uc1.b4084618",1936,1936,1936,"vulgar",,,"Fallada, Hans","New York|Simon and Schuster|1936.",,"An old heart goes a journeying | $c: [by] Hans Fallada [pseud.] illustrated by Georg Salter.",,,,,,1893,"m","ger",,,,"uc1/pairtree_root/b4/08/46/18/b4084618/uc1.b4084618.json.bz2",12,"Simon Schuster"
"uc1.$b105882",1936,1936,1936,"elite",1188195,,"West, Rebecca","New York|The Viking press|1936",,"The Thinking Reed","rev","pos",,1936,"YAL",1892,"f","uk",,,,"uc1/pairtree_root/$b/10/58/82/$b105882/uc1.$b105882.json.bz2",14,"Viking"
"mdp.39015056245924",1937,1936,1936,"elite",3830003,,"Barnes, Djuna","New York|Harcourt, Brace and Co.|1937.",,"Nightwood","rev","pos",,1937,"CRIT",1892,"f","us",,,,"mdp/pairtree_root/39/01/50/56/24/59/24/39015056245924/mdp.39015056245924.json.bz2",4,"Harcourt Brace"
"uc1.$b298793",1936,1936,1936,"elite",6532594,,"Golding, Louis","New York|Farrar & Rinehart|c1936",,"The Pursuer","rev","pos",,1936,"NY",1895,"m","uk",,,,"uc1/pairtree_root/$b/29/87/93/$b298793/uc1.$b298793.json.bz2",13,"Farrar Rinehart"
"mdp.39015013303451",1936,1936,1936,"elite",1376187,,"O'Connor, Frank","New York|Macmillan|1936.",,"Bones of Contention","rev","pos",,1936,"NR",1903,"m","uk",,,,"mdp/pairtree_root/39/01/50/13/30/34/51/39015013303451/mdp.39015013303451.json.bz2",9,"Macmillan"
"uc1.$b102989",1936,1936,1936,"vulgar",,,"Holtby, Winifred","New York|The Macmillan Company|1936.",,"South Riding; | a novel | $c: by Winifred Holtby.",,,,,,1898,"f","uk",,,,"uc1/pairtree_root/$b/10/29/89/$b102989/uc1.$b102989.json.bz2",11,"Macmillan"
"mdp.39015053606771",1936,1936,1936,"vulgar",,,"Morgan, Charles","New York|Macmillan|1936.",,"Sparkenbroke.",,,,,,1894,"m","uk",,,,"mdp/pairtree_root/39/01/50/53/60/67/71/39015053606771/mdp.39015053606771.json.bz2",20,"Macmillan"
"mdp.39015036845256",1936,1936,1936,"vulgar",,,"Train, Arthur Cheney","New York|C. Scribner's sons|1936.",,"Mr. Tutt's case book",,,,,,1875,"m","us",,,,"mdp/pairtree_root/39/01/50/36/84/52/56/39015036845256/mdp.39015036845256.json.bz2",26,"Scribner"
"uc1.$b87152",1937,1936,1936,"vulgar",,,"Collins, Norman","New York|Harper|c1937.",,"Trinity town, | $c: by Norman Collins.",,,,,,1907,"m","uk",,,,"uc1/pairtree_root/$b/87/15/2/$b87152/uc1.$b87152.json.bz2",10,"Harper"
"mdp.39015005776847",1936,1936,1936,"elite",,,"Mitchell, Margaret","New York: Macmillan Co, 1936.",,"Gone with the wind",,"pos",,,"Pulitzer",1900,"f","us",,,,"mdp/pairtree_root/39/01/50/05/77/68/47/39015005776847/mdp.39015005776847.json.bz2",3,"Macmillan"
"mdp.39015030728144",1937,1937,1937,"vulgar",,,"Carroll, Gladys Hasty","New York|The Macmillan company|1937.",,"Neighbor to the sky, | $c: by Gladys Hasty Carroll.",,,,,,1904,"f","us",,,,"mdp/pairtree_root/39/01/50/30/72/81/44/39015030728144/mdp.39015030728144.json.bz2",7,"Macmillan"
"uc1.b4082837",1937,1937,1937,"elite",1188611,,"Williams, William Carlos","Norfolk, Conn.|New Directions|1937.",,"White Mule","rev","pos",,1937,"NR",1883,"m","us",,,,"uc1/pairtree_root/b4/08/28/37/b4082837/uc1.b4082837.json.bz2",3,"Norfolk Conn Directions"
"mdp.39015005406429",1937,1937,1937,"vulgar",,,"Heyer, Georgette","Garden City, N. Y.|Pub. for the Crime club, inc., by Doubleday, Doran & co., inc.|1937.",,"The unfinished clue",,,,,,1902,"f","uk",,"mystery",,"mdp/pairtree_root/39/01/50/05/40/64/29/39015005406429/mdp.39015005406429.json.bz2",2,"Garden City For Crime Club Doubleday Doran"
"uc1.$b86170",1937,1937,1937,"elite",281316,,"Brinig, Myron","New York|Farrar & Rinhart, inc.|c1937",,"The Sisters","rev","pos",,1937,"NY",1896,"m","us",,,,"uc1/pairtree_root/$b/86/17/0/$b86170/uc1.$b86170.json.bz2",14,"Farrar Rinhart"
"inu.32000004070688",1937,1937,1937,"elite",6059742,,"Sitwell, Edith","London|V. Gollancz, ltd.|1937.",,"I Live Under a Black Sun","rev","pos",,1938,"NR",1887,"f","uk",,,,"inu/pairtree_root/32/00/00/04/07/06/88/32000004070688/inu.32000004070688.json.bz2",2,"Gollancz"
"uc1.b3834727",1937,1937,1937,"vulgar",,,"Eldershaw, M. Barnard","London|G. G. Harrap|1937",,"Plaque with laurel.",,,,,,1897,"f","au",,,,"uc1/pairtree_root/b3/83/47/27/b3834727/uc1.b3834727.json.bz2",3,"Harrap"
"uc1.$b794739",1937,1937,1937,"vulgar",,,"Frankau, Gilbert","London|Hutchinson & Co.|1937",,"The dangerous years; | a trilogy, | $c: Gilbert Frankau.",,,,,,1884,"m","uk",,,,"uc1/pairtree_root/$b/79/47/39/$b794739/uc1.$b794739.json.bz2",26,"Hutchinson"
"mdp.39015002716648",1937,1937,1937,"elite",1377244,,"Rice, Elmer","New York|Coward-McCann|1937.",,"Imperial City","rev","pos",,1938,"ATL",1892,"m","us",,,,"mdp/pairtree_root/39/01/50/02/71/66/48/39015002716648/mdp.39015002716648.json.bz2",7,"Coward Mccann"
"uc1.$b70998",1937,1937,1937,"vulgar",,,"Salminen, Sally","New York|Farrar & Rinehart|c1937.",,"Katrina / | $c: by Sally Salminen ; translated from the Swedish by Naomi Walford.",,,,,,1906,"f","fi",,,,"uc1/pairtree_root/$b/70/99/8/$b70998/uc1.$b70998.json.bz2",3,"Farrar Rinehart"
"mdp.39015063617248",1937,1937,1937,"vulgar",,,"[Kagey, Rudolf]","Indianapolis|New York|The Bobbs-Merrill company|c1937",,"Murder in G-sharp, | $c: by Kurt Steel [pseud.]",,,,,,1904,"m","us",,,,"mdp/pairtree_root/39/01/50/63/61/72/48/39015063617248/mdp.39015063617248.json.bz2",1,"Indianapolis Bobbs Merrill"
"mdp.39015002235375",1937,1937,1937,"elite",436969,,"Hemingway, Ernest","New York|Scribner|1937.",,"To Have and Have Not","rev","neg",,1937,"YAL",1899,"m","us",,,,"mdp/pairtree_root/39/01/50/02/23/53/75/39015002235375/mdp.39015002235375.json.bz2",30,"Scribner"
"uc1.32106001973962",1938,1938,1938,"vulgar",,,"Christie, Agatha","New York|Dodd, Mead & company|1938.",,"Appointment with death, a Poirot mystery.",,,,,,1890,"f","uk",,,,"uc1/pairtree_root/32/10/60/01/97/39/62/32106001973962/uc1.32106001973962.json.bz2",25,"Dodd Mead"
"umn.31951p001743923",1969,1938,1938,"elite",7481212,,"Beckett, Samuel",,,"Murphy","rev","neg",,1939,"DUB",1906,"m","uk",,,,"umn/pairtree_root/31/95/1p/00/17/43/92/3/31951p001743923/umn.31951p001743923.json.bz2",0,"Nan"
"uc1.$b87319",1939,1938,1938,"vulgar",,,"Frankau, Gilbert","New York|E. P. Dutton & co.|1939.",,"Royal regiment, | a novel of contemporary behaviours, | $c: by Gilbert Frankau.",,,,,,1884,"m","uk",,,,"uc1/pairtree_root/$b/87/31/9/$b87319/uc1.$b87319.json.bz2",26,"Dutton"
"pst.000029700073",1938,1938,1938,"elite",7050902,,"Wright, Richard","New York|New American Library|1949, c1938].",,"Uncle Tom's Children","rev","pos",,1938,"CRIS",1908,"m","us",,,,"pst/pairtree_root/00/00/29/70/00/73/000029700073/pst.000029700073.json.bz2",5,"American Library"
"mdp.39015000551088",1938,1938,1938,"elite",1376218,,"O'Hara, John",,,"Hope of Heaven","rev","pos",,1938,"NY",1905,"m","us",,,,"mdp/pairtree_root/39/01/50/00/55/10/88/39015000551088/mdp.39015000551088.json.bz2",14,"Nan"
"uc1.b3862825",1939,1938,1938,"vulgar",,,"Forester, C. S. (Cecil Scott)","New York|Grosset & Dunlap|c1939",,"Ship of the line.",,,,,,1899,"m","uk",,,,"uc1/pairtree_root/b3/86/28/25/b3862825/uc1.b3862825.json.bz2",21,"Grosset Dunlap"
"osu.32435064818560",1938,1938,1938,"vulgar",,,"Dern, Peggy","New York|An Arcadia House Publication|1938.",,"Song in her heart / | $c: by Peggy Dern.",,,,,,1896,"f","us",,,,"osu/pairtree_root/32/43/50/64/81/85/60/32435064818560/osu.32435064818560.json.bz2",11,"An Arcadia House Publication"
"mdp.39015008975917",1960,1938,1938,"elite",1025273,,"Durrell, Lawrence",,,"The Black Book","rev","pos",,1939,"CRIT",1912,"m","uk",,,,"mdp/pairtree_root/39/01/50/08/97/59/17/39015008975917/mdp.39015008975917.json.bz2",1,"Nan"
"mdp.39015004274232",1943,1939,1939,"elite",589295,,"Joyce, James",,,"Finnegan's Wake","rev","neg",,1939,"ATL",1882,"m","ir",,,,"mdp/pairtree_root/39/01/50/04/27/42/32/39015004274232/mdp.39015004274232.json.bz2",8,"Nan"
"mdp.39015066057277",1939,1939,1939,"vulgar",,,"Herbst, Josephine","New York|Harcourt, Brace and company|c1939",,"Rope of gold, | $c: by Josephine Herbst.",,,,,,1892,"f","us",,,,"mdp/pairtree_root/39/01/50/66/05/72/77/39015066057277/mdp.39015066057277.json.bz2",11,"Harcourt Brace"
"mdp.39015003930503",1939,1939,1939,"elite",392537,,"Godden, Rumer","Boston|Little, Brown and company|1939.",,"Black Narcissus","rev","pos",,1939,"YAL",1907,"f","uk",,,,"mdp/pairtree_root/39/01/50/03/93/05/03/39015003930503/mdp.39015003930503.json.bz2",13,"Little Brown"
"mdp.39015000659055",1940,1939,1939,"elite",537110,,"Llewellyn, Richard","New York|The Macmillan company|1940.",,"How Green Was My Valley","rev","pos",,1940,"YAL",1906,"m","uk",,,,"mdp/pairtree_root/39/01/50/00/65/90/55/39015000659055/mdp.39015000659055.json.bz2",6,"Macmillan"
"mdp.39015003345124",1939,1939,1939,"elite",1375790,,"Faulkner, William","New York|Random house|c1939",,"The Wild Palms","rev",,,1939,"ADL",1897,"m","us",,,,"mdp/pairtree_root/39/01/50/03/34/51/24/39015003345124/mdp.39015003345124.json.bz2",30,"Random House"
"uc1.$b56389",1939,1939,1939,"vulgar",,,"Cochran, Louis","Caldwell, Id.|The Caxton Printers, Ltd.|1939.",,"Boss Man / | $c: by Louis Cochran.",,,,,,1899,"m","us",,,,"uc1/pairtree_root/$b/56/38/9/$b56389/uc1.$b56389.json.bz2",1,"Caldwell Id Caxton Printers"
"uc1.$b87302",1939,1939,1939,"vulgar",,,"Derleth, August William","New York|Scribner|1939.",,"Restless is the river / | $c: August Derleth.",,,,,,1909,"m","us",,,,"uc1/pairtree_root/$b/87/30/2/$b87302/uc1.$b87302.json.bz2",21,"Scribner"
"uc1.$b105925",1939,1939,1939,"elite",1187881,,"Walpole, Hugh","New York|Doubleday, Doran and Company, inc.|1939.",,"The Sea Tower","rev","pos",,1940,"DUB",1884,"m","uk",,,,"uc1/pairtree_root/$b/10/59/25/$b105925/uc1.$b105925.json.bz2",106,"Doubleday Doran"
"mdp.39015019073140",1962,1939,1939,"elite",438254,,"Heppenstall, Rayner",,,"The Blaze of Noon","rev","neg",,1940,"HOR",1911,"m","uk",,,,"mdp/pairtree_root/39/01/50/19/07/31/40/39015019073140/mdp.39015019073140.json.bz2",1,"Nan"
"uc1.$b56415",1940,1940,1940,"vulgar",,,"Corey, Paul","Indianapolis|Bobbs-Merrill|c1940.",,"The road returns, | $c: by Paul Corey.",,,,,,1903,"m","us",,,,"uc1/pairtree_root/$b/56/41/5/$b56415/uc1.$b56415.json.bz2",3,"Indianapolis Bobbs Merrill"
"pst.000044192167",1967,1940,1940,"elite",7066044,,"McCullers, Carson","New York|Bantam Books|1967, c1940].",,"The Heart is a Lonely Hunter","rev","pos",,1944,"DUB",1917,"f","us",,,,"pst/pairtree_root/00/00/44/19/21/67/000044192167/pst.000044192167.json.bz2",3,"Bantam Books"
"mdp.39015012934694",1940,1940,1940,"vulgar",,,"Sugrue, Thomas","New York|H. Holt|c1940.",,"Such is the kingdom / | $c: Thomas Sugrue.",,,,,,1907,"m","us",,,,"mdp/pairtree_root/39/01/50/12/93/46/94/39015012934694/mdp.39015012934694.json.bz2",2,"Holt"
"mdp.39015020720481",1940,1940,1940,"elite",436041,,"Hemingway, Ernest","New York|Scribner|1940.",,"For Whom the Bell Tolls","rev",,,1941,"SCRU",1899,"m","us",,,,"mdp/pairtree_root/39/01/50/20/72/04/81/39015020720481/mdp.39015020720481.json.bz2",30,"Scribner"
"mdp.39015000619067",1946,1940,1940,"elite",434329,,"Greene, Graham","New York|The Viking press|1946.",,"The Power and the Glory","rev","pos",,1940,"DUB",1904,"m","uk",,,,"mdp/pairtree_root/39/01/50/00/61/90/67/39015000619067/mdp.39015000619067.json.bz2",51,"Viking"
"umn.31951002025646c",1941,1940,1940,"vulgar",,,"Whitney, Janet","New York|W. Morrow & company|1941.",,"Jennifer,",,,,,,0,"f","us",,,,"umn/pairtree_root/31/95/10/02/02/56/46/c/31951002025646c/umn.31951002025646c.json.bz2",1,"Morrow"
"mdp.39015055278512",1940,1940,1940,"vulgar",,,"Curran, Dale","New York|Reynal & Hitchcock|c1940",,"Piano in the band | $c: [by] Dale Curran.",,,,,,0,"m","us",,,,"mdp/pairtree_root/39/01/50/55/27/85/12/39015055278512/mdp.39015055278512.json.bz2",3,"Reynal Hitchcock"
"umn.31951002082062h",1940,1940,1940,"vulgar",,,"Frankland, Edward Percy","London|Macdonald & co., ltd.|1940",,"The bear of Britain.",,,,,,1884,"m","uk",,,,"umn/pairtree_root/31/95/10/02/08/20/62/h/31951002082062h/umn.31951002082062h.json.bz2",1,"Macdonald"
"mdp.39015000543002",1940,1940,1940,"vulgar",,,"Paul, Elliot","New York|Random house|c1940",,"Hugger-mugger in the Louvre; | a Homer Evans murder mystery, | $c: by Elliot Paul.",,,,,,1891,"m","us",,,,"mdp/pairtree_root/39/01/50/00/54/30/02/39015000543002/mdp.39015000543002.json.bz2",9,"Random House"
"mdp.39015053608637",1940,1940,1940,"elite",671908,,"Myers, L. H","New York|Harcourt, Brace and company|c1940",,"The Pool of Vishnu","rev","pos",,1940,"SCRU",1881,"m","uk",,,,"mdp/pairtree_root/39/01/50/53/60/86/37/39015053608637/mdp.39015053608637.json.bz2",10,"Harcourt Brace"
"uc1.$b301179",1941,1941,1941,"vulgar",,,"Löhrke, Eugene","New York|H. Holt|c1941",,"Night raid.",,,,,,0,"m","uk",,,,"uc1/pairtree_root/$b/30/11/79/$b301179/uc1.$b301179.json.bz2",2,"Holt"
"uc1.$b56674",1941,1941,1941,"elite",6576069,,"Hough, Frank O","Philadelphia|New York|J.B. Lippincott Company|c1941",,"The Neutral Ground","rev","pos",,1941,"ATL",0,"m","us",,,,"uc1/pairtree_root/$b/56/67/4/$b56674/uc1.$b56674.json.bz2",3,"Lippincott"
"uc1.$b106208",1941,1941,1941,"elite",631845,,"Maugham, W. Somerset","New York|Doubleday, Doran & Co.|1941.",,"Up at the Villa","rev","neg",,1941,"NR",1874,"m","uk",,,,"uc1/pairtree_root/$b/10/62/08/$b106208/uc1.$b106208.json.bz2",108,"Doubleday Doran"
"mdp.39015066059935",1941,1941,1941,"elite",1194572,,"Stein, Gertrude","New York|Random house|c1941",,"Ida","rev","neg",,1941,"NY",1874,"f","us",,,,"mdp/pairtree_root/39/01/50/66/05/99/35/39015066059935/mdp.39015066059935.json.bz2",2,"Random House"
"uc1.b3295221",1941,1941,1941,"vulgar",,,"Street, James H. (James Howell)","New York|The Dial press|1941.",,"In my father's house, | $c: by James Street.",,,,,,1903,"m","us",,,,"uc1/pairtree_root/b3/29/52/21/b3295221/uc1.b3295221.json.bz2",4,"Dial"
"mdp.39015057934351",1941,1941,1941,"elite",622560,,"Cain, James M","New York|A. A. Knopf|1941.",,"Mildred Pierce","rev","neg",,1941,"YAL",1892,"m","us",,,,"mdp/pairtree_root/39/01/50/57/93/43/51/39015057934351/mdp.39015057934351.json.bz2",15,"Knopf"
"uc1.$b117378",1941,1941,1941,"vulgar",,,"Hubbard, Margaret Ann","New York|The Macmillan company|1941.",,"Seraphina Todd, | $c: by Margaret Ann Hubbard, illustrated by Manning de V. Lee.",,,,,,1909,"f","us",,,,"uc1/pairtree_root/$b/11/73/78/$b117378/uc1.$b117378.json.bz2",2,"Macmillan"
"mdp.39015031602066",1942,1942,1942,"elite",1029463,,"Steinbeck, John","New York|The Viking Press|1942.",,"The Moon is Down","rev","neg",,1942,"NY",1902,"m","us",,,,"mdp/pairtree_root/39/01/50/31/60/20/66/39015031602066/mdp.39015031602066.json.bz2",37,"Viking"
"uc1.$b56382",1942,1942,1942,"vulgar",,,"Clements, E. H. (Eileen Helen)","New York|Dutton|1942.",,"Perhaps a little danger / | $c: by E. H. Clements.",,,,,,1905,"f","us",,,,"uc1/pairtree_root/$b/56/38/2/$b56382/uc1.$b56382.json.bz2",1,"Dutton"
"uc1.$b56351",1942,1942,1942,"elite",6575824,,"Cannon, LeGrand","New York|Henry Holt and Company|1942",,"Look to the Mountain","rev","pos",,1942,"YAL",1899,"m","us",,,,"uc1/pairtree_root/$b/56/35/1/$b56351/uc1.$b56351.json.bz2",2,"Henry Holt"
"mdp.39015018606445",1943,1943,1943,"elite",1775936,,"Welty, Eudora","New York|Harcourt, Brace and company|1943",,"The Wide Net and Other Stories","rev",,,1943,"NY",1909,"f","us",,,,"mdp/pairtree_root/39/01/50/18/60/64/45/39015018606445/mdp.39015018606445.json.bz2",19,"Harcourt Brace"
"mdp.39015010687682",1943,1943,1943,"vulgar",,,"De Vries, Peter","New York|Coward-McCann, inc.|1943",,"The handsome heart, | $c: by Peter De Vries.",,,,,,1910,"m","us",,,,"mdp/pairtree_root/39/01/50/10/68/76/82/39015010687682/mdp.39015010687682.json.bz2",3,"Coward Mccann"
"uc1.$b102411",1944,1943,1943,"vulgar",,,"Johnson, Pamela Hansford","New York|The Macmillan company|1944.",,"Winter quarters, | $c: by Pamela Hansford Johnson.",,,,,,1912,"f","uk",,,,"uc1/pairtree_root/$b/10/24/11/$b102411/uc1.$b102411.json.bz2",6,"Macmillan"
"mdp.39015066052146",1943,1943,1943,"elite",626221,,"Cheever, John ","New York|Random House|1943.",,"The Way Some People Live","rev","pos",,1943,"NR",1912,"m","us",,,,"mdp/pairtree_root/39/01/50/66/05/21/46/39015066052146/mdp.39015066052146.json.bz2",1,"Random House"
"mdp.39015013792281",1943,1943,1943,"vulgar",,,"Caldwell, Erskine","New York|Duell, Sloan and Pearce|1943",,"Georgia boy.",,,,,,1903,"m","us",,,,"mdp/pairtree_root/39/01/50/13/79/22/81/39015013792281/mdp.39015013792281.json.bz2",53,"Duell Sloan Pearce"
"uc1.$b105348",1943,1943,1943,"vulgar",,,"Strong, Anna Louise","Boston|Little, Brown|c1943",,"Wild river, | $c: by Anna Louise Strong.",,,,,,1885,"f","us",,,,"uc1/pairtree_root/$b/10/53/48/$b105348/uc1.$b105348.json.bz2",2,"Little Brown"
"mdp.39015028762006",1943,1943,1943,"elite",1028380,,"Dos Passos, John","Boston|Houghton Mifflin|c1943",,"Number One","rev","neg",,1943,"ATL",1896,"m","us",,,,"mdp/pairtree_root/39/01/50/28/76/20/06/39015028762006/mdp.39015028762006.json.bz2",39,"Houghton Mifflin"
"mdp.39015054021426",1943,1943,1943,"vulgar",,,"Fast, Howard","New York|Duell, Sloan and Pearce|1943",,"Citizen Tom Paine | $c: [by] Howard Fast.",,,,,,1914,"m","us",,,,"mdp/pairtree_root/39/01/50/54/02/14/26/39015054021426/mdp.39015054021426.json.bz2",28,"Duell Sloan Pearce"
"mdp.39015000613409",1943,1943,1943,"elite",1185902,,"Smith, Betty","New York|London|Harper & Brothers|1943.",,"A Tree Grows in Brooklyn","rev","pos",,1943,"YAL",1896,"f","us",,,,"mdp/pairtree_root/39/01/50/00/61/34/09/39015000613409/mdp.39015000613409.json.bz2",3,"Harper"
"uc1.$b106144",1943,1943,1943,"vulgar",,,"Weidman, Jerome","New York|Simon and Schuster|1943.",,"The lights around the shore.",,,,,,1913,"m","us",,,,"uc1/pairtree_root/$b/10/61/44/$b106144/uc1.$b106144.json.bz2",8,"Simon Schuster"
"inu.32000009118748",1944,1944,1944,"elite",6060837,,"Lehmann, Rosamond","London|Collins|1944.",,"The Ballad and the Source","rev","pos",,1945,"NR",1901,"f","uk",,,,"inu/pairtree_root/32/00/00/09/11/87/48/32000009118748/inu.32000009118748.json.bz2",16,"Collins"
"mdp.39015031306155",1944,1944,1944,"elite",1194845,,"Warner, Rex","Philadelphia|New York|J. B. Lippincott company|1944",,"Return of the Traveller","rev","pos",,1944,"YAL",1905,"m","uk",,,,"mdp/pairtree_root/39/01/50/31/30/61/55/39015031306155/mdp.39015031306155.json.bz2",12,"Lippincott"
"mdp.39015030719481",1944,1944,1944,"elite",1188565,,"Williams, Ben Ames","Boston|Houghton Mifflin company|1944.",,"Leave Her to Heaven","rev","pos",,1944,"ATL",1889,"m","us",,,,"mdp/pairtree_root/39/01/50/30/71/94/81/39015030719481/mdp.39015030719481.json.bz2",25,"Houghton Mifflin"
"uc1.$b186815",1944,1944,1944,"elite",665420,,"Neumann, Robert","New York|E. P. Dutton & co., inc.|1945.",,"The Inquest","rev",,,1944,"HOR",1897,"m","ger",,,,"uc1/pairtree_root/$b/18/68/15/$b186815/uc1.$b186815.json.bz2",8,"Dutton"
"uc1.$b523465",1944,1944,1944,"vulgar",,,"Brown, Zenith Jones, Mrs","New York|Scribner|c1944.",,"All for the love of a lady, | $c: by Leslie Ford [pseud.]",,,,,,1899,"f","us",,,,"uc1/pairtree_root/$b/52/34/65/$b523465/uc1.$b523465.json.bz2",1,"Scribner"
"mdp.39015049691218",1944,1944,1944,"vulgar",,,"Smith, Lillian Eugenia","New York|Reynal & Hitchcock|1944",,"Strange fruit, | $c: a novel by Lillian Smith.",,,,,,1897,"f","us",,,,"mdp/pairtree_root/39/01/50/49/69/12/18/39015049691218/mdp.39015049691218.json.bz2",6,"Reynal Hitchcock"
"mdp.39015001816563",1944,1944,1944,"elite",1774973,,"Stafford, Jean","Philadelphia|The Blakiston Co.|c1944",,"Boston Adventure","rev","pos",,1944,"NY",1915,"f","us",,,,"mdp/pairtree_root/39/01/50/01/81/65/63/39015001816563/mdp.39015001816563.json.bz2",5,"Blakiston"
